0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
28.790949,27.631775,28.543037,27.98304,27.110281,26.691463,26.586761,25.874773,25.870045,26.778606,25.958536,25.432314,26.220634,30.3176,30.96474,32.16242,33.200676,33.00613,33.564102,33.65597,34.219345,34.166656,34.207863,33.981567,32.988567,32.710934,32.350212,31.378826,31.326138,31.538923,30.86679,30.621582,32.225918,32.779835,35.268414,36.83492,38.635155,38.710808,39.94294,40.45768
27.750162,28.372192,28.522598,28.885386,29.111372,29.568634,31.07874,35.912125,39.228607,41.64946,42.449104,42.515617,41.948006,40.498363,38.92024,40.475693,41.948006,43.139156,43.611534,43.083225,42.191376,42.190617,42.35085,43.18904,43.223053,43.684093,43.69165,44.573677,44.411934,44.480713,44.076355,42.80887,42.669044,42.571545,41.217896,40.302612,39.252792,38.35187,37.78502,37.52275
26.207363,25.819008,27.001303,27.242498,27.387505,28.147705,28.407566,29.034246,29.631495,29.121105,29.761425,29.488644,29.121105,29.03999,29.53028,28.980408,29.286928,29.333588,28.510218,26.332268,24.574978,24.009314,23.716433,23.588655,24.009314,23.157948,23.367558,23.528357,23.182354,23.415655,23.936811,23.676233,24.13709,24.505346,23.686283,23.54343,23.625984,23.19671,24.339523,25.864231
36.99302,37.97432,37.302414,36.71019,36.876728,36.600357,36.329727,35.700897,34.927055,34.24941,33.992416,34.40518,34.593975,34.98951,34.215668,34.680115,34.54444,35.185482,35.677208,37.160995,37.748196,37.89679,38.394978,38.470352,38.630432,39.01735,38.968536,39.435856,39.186764,37.71733,36.954258,36.4934,36.15601,35.346996,35.41591,35.434574,35.160355,34.947155,34.896904,34.162548
21.676302,21.870926,21.25247,21.332088,24.80719,27.991158,29.027817,28.921658,30.288054,30.778637,30.602509,30.01783,30.571949,31.537834,35.994102,36.12841,37.52939,37.74814,38.931973,38.374638,38.060986,37.89612,39.48046,38.81536,36.782253,38.01032,37.114403,37.00905,38.324776,34.11139,36.23296,35.96676,34.17814,33.320824,33.04336,34.984787,36.018227,35.698948,35.27592,35.698143
25.152182,25.420137,25.816557,26.041168,22.87297,27.51572,27.937357,28.431501,28.108377,28.726254,27.47789,29.384325,30.220509,31.722645,33.98688,35.8744,37.50421,38.111053,38.65879,39.3208,35.983162,36.601036,36.875298,38.431026,38.286015,38.437332,39.444534,40.852882,41.62681,41.04597,41.177586,40.995533,44.32293,45.045624,46.20099,46.20966,45.72182,46.840935,47.40207,46.8433
24.141827,24.56504,24.282108,24.722662,25.51944,25.944231,26.704756,27.667036,29.218035,30.084953,30.318233,30.076284,32.152164,31.482271,30.426205,31.24505,29.790201,30.200018,30.093624,30.572794,30.962908,30.775337,31.00783,32.721966,33.68582,34.8207,35.094173,34.985413,35.161163,36.35988,34.91606,35.37474,34.879807,34.764744,35.935085,36.246387,37.657104,37.64607,37.876984,38.486195
31.821842,30.576237,30.817715,32.140503,34.12354,33.84691,33.923325,34.2779,33.334145,34.155632,34.38565,34.416985,35.065002,34.997757,35.722958,34.47888,36.59106,37.02664,35.755817,34.219826,33.201942,32.364407,30.480715,30.4234,31.377092,32.78547,31.409187,32.199345,32.830555,33.070503,34.099083,35.21784,36.292267,39.005856,40.965202,43.35325,45.018387,43.008606,41.848587,41.99149
19.768574,19.864098,20.40384,19.841576,19.94564,20.255507,20.751759,21.279852,20.8201,21.157148,20.936592,24.283772,30.637197,29.233091,26.076958,27.821218,30.408098,30.700104,29.73711,28.830032,32.901787,33.27378,32.90567,34.335403,34.781178,34.229008,34.719048,35.307716,33.74984,34.795933,36.621735,37.524155,42.00751,45.157433,46.27575,45.412933,46.278854,49.08008,49.774364,50.934616
19.978937,21.092766,22.648283,22.887947,23.454847,23.680685,24.847515,25.1494,25.350658,27.052126,28.833483,30.003386,29.929642,31.153316,30.223846,30.97664,28.761276,31.655691,31.549686,30.831459,30.962814,30.738512,31.399126,31.675663,31.838512,31.787815,31.58963,31.612675,31.820076,32.00213,31.724056,31.687954,31.283134,30.901361,30.792282,30.157017,30.13013,30.5434,32.728806,32.87245
18.92902,19.334133,20.328144,19.58987,19.916775,20.52366,20.002804,19.658691,19.996546,19.743156,20.76532,21.22987,22.517157,23.757519,23.653503,26.449404,27.495813,27.387888,27.581059,29.922575,30.642862,32.42676,30.818045,32.552677,33.467697,32.38453,33.301117,34.642365,33.832924,32.730988,32.79199,33.19241,32.856903,33.69606,34.295128,36.394985,37.774555,37.92784,40.152046,43.109837
15.835279,15.65679,15.734831,15.529298,15.455121,15.280495,15.21559,16.886898,17.614763,19.762043,20.798206,20.666851,20.821388,20.777344,20.887066,20.887838,20.944244,20.979015,20.744892,21.066326,21.361492,21.05242,21.907003,21.813509,22.31498,22.628687,23.589903,24.246681,25.19167,26.926336,28.398294,30.166187,30.565662,30.993729,32.148113,33.127872,34.47929,35.758076,37.824997,38.928383
35.049137,34.133064,34.694866,34.999687,35.392056,35.20803,35.67174,35.378273,35.55906,34.197918,34.87565,35.53798,34.753235,34.723244,34.513275,34.966446,35.06697,34.385998,35.103455,34.4468,34.61461,35.923054,36.947758,36.090866,36.229492,37.608467,38.284576,38.688297,38.75802,40.782295,39.975666,38.683434,39.430885,40.098076,40.92903,42.667946,43.399994,42.029938,41.694313,42.3534
25.545784,25.015787,24.688168,24.631655,24.830212,24.781336,24.62249,24.630127,24.21239,23.788548,23.867207,24.379639,25.095211,25.564877,26.266703,25.41825,24.83403,24.160461,24.059654,24.533903,23.945866,23.619772,23.095121,22.896563,22.240559,26.008577,27.128902,28.367598,28.178967,28.367598,29.378716,28.915922,28.547064,29.812489,30.01792,31.718643,30.554026,31.069511,31.649912,33.499557
26.822609,26.481054,26.28893,27.774843,28.083614,26.08842,26.526798,27.498856,27.736723,28.157566,28.268114,30.036875,30.995209,31.753792,32.43995,33.707817,38.783092,36.12309,37.923874,38.64891,37.68143,37.60519,37.432888,37.136314,37.35741,37.463383,37.139366,36.402126,36.54927,34.270466,33.246567,32.99726,32.546684,33.10476,33.203873,34.624218,33.344154,33.05063,32.954567,32.288235
21.05552,20.842625,21.228765,21.718338,21.801945,22.568197,22.016565,21.51751,20.595251,18.765385,17.400097,17.761242,18.018097,18.36459,17.548347,17.314766,17.37941,16.68556,16.913109,17.207024,18.034473,18.85761,19.657478,20.541813,22.649218,25.558214,24.8092,24.102423,23.461151,24.35238,24.317041,26.088297,26.633034,28.008665,30.983168,32.39931,31.742523,32.21572,31.45378,31.276222
29.495485,29.843704,30.10659,30.23157,30.185888,30.018675,32.0804,32.343285,33.21038,31.950247,34.094715,35.134197,36.589127,37.00371,38.35521,38.937008,38.49312,37.4907,37.19851,38.013885,38.035435,36.789093,36.26246,37.52604,36.689972,35.060074,35.487587,35.215218,34.10075,35.39622,37.05974,39.71188,40.859962,41.949436,44.037018,44.362823,44.708458,46.141838,48.398357,51.084114
16.886715,17.784702,19.253735,19.625618,19.570982,19.60447,20.295364,21.861332,22.378622,25.965282,25.196838,25.465616,25.770527,24.507706,24.467169,25.41803,25.529947,26.286055,25.226799,24.824953,26.458778,27.385845,28.599318,27.356764,28.85664,30.263103,29.356304,29.361593,30.476364,29.811909,29.88329,29.975819,29.341324,29.796926,30.901125,29.912369,29.562515,29.013502,28.891008,29.973175
16.723686,16.458431,15.755199,15.342777,15.15331,15.559564,16.93959,19.820374,22.93733,24.10057,23.282778,24.08559,22.66062,20.58353,20.359695,19.91114,20.706905,20.960703,21.417187,21.820795,22.620964,23.442284,24.090878,25.073463,25.958231,26.527515,28.181608,30.140612,32.609856,33.055763,29.957314,30.583878,31.789417,31.453663,32.35782,32.41598,35.992947,36.289043,36.18594,36.684723
20.57705,19.739538,21.558006,24.694378,24.589035,23.379463,24.219215,24.537485,24.163181,22.71528,23.995083,24.131056,24.630127,25.347353,25.887514,27.111282,27.499779,28.595043,29.085896,29.35635,29.179285,28.241661,28.545734,29.112793,29.296581,29.44451,29.77548,30.077312,30.65707,30.725805,31.338436,31.777737,31.94733,31.449755,31.664923,32.382896,32.713867,33.11357,33.75609,34.54653
21.440018,22.025206,21.979559,21.61288,21.01123,20.644552,19.47268,17.539017,18.293325,18.982529,20.091541,21.597166,22.088064,22.332766,22.318548,21.782001,21.22001,21.231236,22.29086,20.803196,20.66775,20.166374,21.035175,22.251947,21.048645,21.190079,21.834383,22.766045,23.932678,24.13622,25.119516,26.654324,27.452784,27.817965,28.687515,28.879833,29.39468,31.443584,34.96743,36.090664
25.606174,25.845118,25.61812,26.582859,26.391703,26.57315,26.009392,25.20669,23.590828,23.09726,24.153841,25.251492,25.780901,26.611233,27.747711,26.10721,29.295622,28.103142,27.609571,30.158808,30.650137,30.387299,29.076092,28.817734,29.577127,30.03411,29.697346,30.293213,30.770355,30.924923,32.137566,32.790928,33.517467,33.999836,33.194893,33.09558,33.081394,33.50328,34.28134,34.37393
27.352736,26.814306,28.644968,28.096199,27.71973,26.732464,26.697144,26.304304,26.781569,27.200253,31.049381,35.58081,35.394726,35.66179,34.977768,34.87008,34.33768,34.155907,33.16089,33.678642,33.835434,33.206547,32.440685,31.595564,33.251343,34.640064,35.808243,37.33394,40.171677,40.903084,40.887573,43.961365,46.619057,48.35237,48.367016,49.148384,48.569466,48.16801,47.764835,47.54688
24.875645,24.947018,24.627325,24.65409,25.126936,25.480083,25.564096,25.796059,26.228756,26.547705,27.62276,28.872532,29.79815,30.189957,31.702915,31.409246,32.56088,33.7311,34.140007,36.391228,35.798683,35.67601,34.92511,36.435837,36.17711,33.978672,34.116215,31.247913,31.723734,33.279068,34.522892,35.357063,35.69832,36.740658,36.75627,37.494537,38.59933,39.54874,40.364326,41.515213
24.415796,24.882177,24.6664,24.570248,24.343115,25.112339,24.55662,23.168077,23.291487,23.643543,23.430796,23.972887,25.144138,26.594006,27.189095,27.80084,28.43303,28.991776,30.1282,30.954966,31.469044,31.385004,31.40469,29.343075,30.081259,29.845798,29.452858,29.249195,29.377146,29.679234,29.1114,29.486927,30.365175,31.911198,32.476,33.245983,34.855602,35.876186,36.629513,36.466736
24.88934,22.715065,20.973055,21.072622,20.726973,22.993528,23.080143,23.587688,23.889627,24.813248,25.573355,25.339413,26.276796,25.46812,26.103565,24.725824,25.251179,24.111425,23.4606,23.42822,23.940624,23.922815,24.228802,24.393936,24.752537,24.707207,25.224466,26.698538,27.707964,28.32398,28.863907,29.256508,30.454544,30.833382,31.0398,31.93752,31.10213,31.783716,32.959087,34.08427
18.029236,18.051895,18.728552,20.092808,21.458624,22.055584,22.275145,23.299507,24.379347,24.89192,26.124125,28.497116,27.46494,26.900015,25.898312,24.252768,25.106794,26.17882,28.868261,30.047333,32.76178,32.4758,32.70005,31.547544,32.390633,32.20076,33.36108,32.7985,32.203888,33.8424,35.109764,35.78564,35.60515,35.89347,35.667656,34.840195,34.082275,33.18215,34.10103,35.237125
21.60323,22.138298,22.460672,22.738583,23.26624,23.850218,23.730162,24.385286,24.623917,24.185192,23.978428,27.800976,29.545504,27.904728,25.002615,26.839039,29.037855,28.654713,26.832369,26.542603,27.542334,27.683142,26.67081,27.803198,27.093233,27.04284,28.67472,27.673508,28.716223,28.352346,29.681864,30.69123,33.15017,33.28431,35.118507,34.78279,34.056526,34.410027,36.052284,40.332085
20.485664,21.362375,21.482433,22.362848,23.140995,25.110073,27.054695,26.12685,26.64265,27.254791,27.92622,28.826645,29.340961,28.080366,28.11075,28.455359,28.208574,28.994131,29.383204,30.009426,29.822672,28.55244,28.553923,28.78959,29.249067,31.156635,32.68773,33.385094,32.978237,34.35148,35.345284,36.242,35.898876,36.324265,37.336594,39.06185,41.81797,41.205086,38.81655,37.46554
22.734936,21.73415,21.530817,21.206545,21.833925,22.01836,21.97074,22.283674,23.762178,25.529428,24.923212,23.937542,25.470469,24.394094,24.942108,26.63755,27.16591,31.291508,31.940056,31.581768,32.5047,32.293808,31.438906,31.389017,33.284767,34.839615,35.05882,34.142693,34.153275,32.738266,31.27488,31.761667,34.81996,37.605385,42.182243,37.77999,40.16404,37.511654,35.84418,30.501614
17.597271,20.19936,24.06973,27.289356,23.73224,24.506853,24.787796,27.334234,29.842077,32.799606,31.647114,30.676828,28.110643,25.992352,25.401741,26.4196,26.926733,27.24358,27.868296,28.184244,29.37713,30.013515,31.62198,34.93316,35.98333,36.065907,36.04975,35.481583,35.63327,36.108093,35.951912,36.749863,38.518997,38.4068,37.750668,35.64853,35.03997,36.352234,39.4085,40.742306
34.97818,35.910973,36.0983,36.442245,36.54973,34.149025,34.773193,35.850323,36.627266,36.29561,36.156647,36.856052,37.36813,38.557346,37.034935,37.115547,33.201645,34.09682,33.87418,33.88262,34.013138,34.102962,34.037704,34.021584,33.82274,33.531002,34.658035,35.91481,37.854874,39.105507,40.75997,43.47467,46.361347,46.955574,43.974464,44.03665,46.024315,47.255753,46.31759,46.356743
27.402634,25.800676,25.81649,25.467793,25.21714,25.509699,25.569792,25.620396,26.580305,27.5244,28.697008,27.075283,27.078447,26.36049,26.76612,26.079002,26.184166,26.641981,28.379147,28.636915,29.181707,29.438684,29.630033,29.397568,29.282917,30.322687,31.518225,32.561157,32.840275,33.173157,32.10255,33.427765,34.49758,35.859955,38.042286,39.331127,40.5148,42.55481,42.29467,42.405365
32.708866,32.823475,34.1211,32.248177,32.40802,31.651764,28.744354,28.604866,27.57717,27.439188,26.711582,26.218468,26.517805,26.431095,26.62638,26.740988,26.823927,26.738726,26.810356,26.7244,26.558521,27.807892,27.845592,28.081593,28.851423,28.727013,28.944918,28.799397,28.96226,28.748125,29.329456,30.020117,30.917372,31.712084,32.940342,32.59275,33.94165,33.944664,34.564453,34.63759
22.49061,21.826221,20.459082,20.913342,20.827024,20.94473,20.589867,19.995232,20.73809,19.856598,19.893219,19.824339,20.561966,20.949963,21.03628,20.94909,21.717234,23.015493,23.842054,23.606642,23.37123,23.441853,24.044334,24.806376,25.407988,26.046219,26.433342,27.261646,28.389013,28.57037,29.322819,30.638517,31.914978,31.452,32.636913,32.06843,32.017864,34.14181,34.46616,36.190777
19.583694,19.887987,19.814747,20.539297,21.590809,22.787928,23.797588,24.654665,25.782906,26.63911,28.389887,28.217249,28.947031,32.050995,34.717266,38.10547,38.378372,39.337463,39.086357,38.582397,38.836994,40.0097,39.574623,38.76201,38.367912,37.645107,38.292057,36.69212,35.091312,34.014515,34.487083,34.02062,33.877625,32.68225,32.3518,32.933357,33.375412,34.28916,33.30566,30.38741
28.114367,28.13006,28.692436,29.36903,29.886938,29.558231,28.811886,29.008936,30.870441,34.436516,34.05375,34.330143,35.546444,37.891853,39.12298,39.6435,41.92788,41.003666,38.475155,38.581528,38.32257,38.099365,39.547592,41.539013,40.096016,42.370804,43.282814,45.13124,49.683434,54.41262,56.027378,57.16172,56.383114,53.164932,54.494576,52.63743,51.230183,50.587593,49.730515,48.21341
22.556873,21.78873,22.574312,22.974514,22.659758,22.994568,23.07391,23.614489,23.949299,24.319857,25.35829,24.323343,24.440178,24.421867,24.561373,26.497862,27.287804,28.839787,30.05347,30.478086,29.74482,30.805922,31.017794,29.648039,30.877417,31.861794,31.567963,32.520077,32.469505,33.650932,33.97179,34.408615,34.406,34.561195,33.316124,34.639668,34.47575,33.73376,35.948387,39.70279
31.100624,32.57065,31.308136,29.891298,31.057901,30.416182,29.728252,28.224224,29.10746,29.86863,30.425774,30.573996,31.217459,31.281107,30.879162,30.434492,26.672243,26.865805,29.21383,29.635832,28.954006,28.538109,29.55213,31.200891,32.009144,32.507,33.344025,34.76958,36.41224,36.46804,37.707012,38.51439,38.106342,37.63726,38.260666,37.6887,38.115932,38.544907,39.92687,40.196285
19.434433,20.498297,21.01577,23.15757,24.956995,26.949495,27.397398,27.891418,27.59829,27.6319,27.130062,25.819187,26.37887,25.423658,24.713892,23.425686,25.87156,26.047438,28.02665,28.558191,29.277336,28.505037,28.011797,28.83256,31.172907,33.013763,32.669823,32.243027,32.91449,32.66904,33.285004,34.188625,34.65216,34.612297,34.682648,36.055275,38.79975,41.80687,41.83423,42.049973
27.1188,26.833387,27.657051,29.367804,28.818409,28.259586,27.874752,26.021723,24.793512,26.361988,25.38062,25.954014,26.040579,25.624033,27.633053,31.895363,33.526405,34.412636,33.05672,35.59542,35.670845,36.616215,34.691193,34.261787,34.001232,33.164715,30.894281,32.913586,30.87371,30.24375,30.398884,30.007193,29.60179,29.132961,29.403801,30.687723,31.797655,32.097637,32.148205,32.403618
25.469757,25.346336,26.006296,26.884813,26.925953,26.773392,26.707396,27.167652,27.826756,27.013376,27.178795,27.626196,27.360498,27.900465,27.407639,27.125656,28.728415,30.014906,31.972502,34.669765,34.792328,32.652172,34.124657,33.817818,36.089104,36.82363,35.302296,36.316235,33.20414,33.005295,32.485043,32.35048,32.731026,33.686684,34.68091,35.90826,38.14955,40.304276,41.253075,46.829304
19.121288,19.758106,20.619484,20.821756,22.042253,22.2291,20.940035,21.83998,22.957626,24.046988,24.401823,25.181774,26.201712,27.79247,30.551445,34.375782,34.34664,35.082024,34.098083,33.66611,33.19728,34.753757,35.489998,35.512283,35.64856,34.740044,35.54314,36.198814,38.101555,39.718025,38.891792,38.615807,36.85277,37.647297,36.803062,36.163673,35.49857,35.329723,35.726555,36.604218
37.255646,38.972446,39.166077,38.83369,39.242115,36.784504,37.79969,37.3552,36.561867,36.405083,35.91121,35.53806,35.93081,33.603325,36.455254,35.711308,35.84536,35.727768,36.99538,37.21958,37.642906,35.843792,36.119736,37.736053,38.852608,39.239204,40.246845,41.53882,41.29439,41.05994,40.75399,41.576233,43.089355,44.667328,45.33493,45.674137,44.929214,44.869354,44.5659,45.462967
31.784157,32.15412,33.958233,33.618195,33.05119,32.63716,33.821884,33.84267,34.51859,34.960884,36.726753,37.722755,39.01556,40.17202,42.608814,44.335606,45.2202,44.341423,45.477097,43.741997,44.186787,46.38414,43.37452,42.873196,43.32547,43.036148,41.989433,42.53482,44.025497,45.829605,46.894615,46.48474,45.73483,44.77125,44.884323,43.021183,42.9846,42.24051,41.968647,41.53882
18.525333,17.432823,20.277199,21.915962,20.703646,20.607298,22.516674,24.89774,27.246965,27.481554,28.061321,28.266584,29.377525,29.214151,28.809488,29.028156,30.265606,32.47911,34.85347,39.241936,39.392742,42.58816,41.8534,43.489647,43.94542,42.264767,41.117798,42.81437,41.744484,41.888588,43.938717,45.501236,46.997574,47.375427,47.41899,48.736034,49.206886,49.394554,49.006645,48.930405
34.95233,32.44057,31.894316,31.224066,30.57476,29.58949,31.004559,32.650024,32.906395,33.425,33.93774,34.125412,34.061737,34.191597,34.223434,33.833015,33.771854,35.973625,37.562958,38.28599,39.470657,41.57357,43.162903,44.847744,46.499073,47.426533,47.73317,46.824142,46.15808,43.549133,41.992477,40.441685,41.658188,42.124012,40.38639,40.176933,39.7463,38.384014,38.024593,36.751957
27.41673,28.004124,28.284096,28.259392,28.955662,29.277721,28.682095,28.633602,29.389343,29.526585,29.9868,31.072834,29.737936,29.715063,29.602524,29.549458,30.526615,31.51658,31.060024,30.969446,31.985945,32.93474,33.448936,37.537804,38.349358,39.108757,39.57904,39.61655,40.95145,40.991707,42.129894,42.79963,44.760345,44.38156,44.525208,42.94419,43.011894,42.196686,41.708107,40.539726
47.897186,49.71196,51.090218,50.575615,47.602013,46.612633,46.163624,45.00167,44.68229,43.38836,41.937477,40.60451,40.16956,40.21485,39.19189,38.189236,38.419598,38.045555,38.47426,38.64293,38.560936,36.650894,36.44162,34.4121,34.032593,31.668856,30.428812,28.719458,27.9089,27.628563,27.389612,27.865952,27.70587,28.122862,28.489096,29.245773,29.227032,29.779118,30.793484,32.021816
24.754602,25.17092,25.27723,24.455004,23.808226,22.82542,23.208284,23.019455,24.34572,24.342747,23.182264,25.112932,26.852541,28.191444,29.490204,30.384542,30.44476,31.153984,31.678097,31.37701,31.753925,30.829853,31.94796,33.667496,32.70402,32.4297,31.877335,32.378403,31.809683,32.185112,32.750854,33.3508,33.49874,34.155926,35.94906,40.638573,39.33312,39.138344,35.398926,34.116524
23.473173,23.479649,23.832848,24.342865,25.170835,25.651361,25.519001,25.46289,26.316038,25.709627,26.272877,25.862848,26.139078,27.00805,27.493612,27.410887,27.707258,30.01421,32.08881,34.10874,36.066807,36.83651,35.432343,36.797665,38.957867,36.953762,36.7358,36.543015,36.406338,37.081085,37.600456,37.999695,36.972466,38.351456,39.18518,38.806805,38.495327,38.450726,38.130615,36.97534
