seed,nvar,model,r2_train_cdf,r2_validation_cdf,r2_test_cdf,r2_train_max,r2_validation_max,r2_test_max,rmse_train_cdf,rmse_validation_cdf,rmse_test_cdf,rmse_train_max,rmse_validation_max,rmse_test_max,top_5_features_cdf,top_5_features_max
45319,20,random_forest,0.578514120548967,-0.0767547108493265,0.10341042227948183,0.5966824553649266,0.08396714738629696,0.32977523289799604,1.1397216137401756,1.9634994429771542,1.7454693318946197,5.1948825765531765,8.125166046612064,6.745857195104477,"Index(['10m_u_component_of_wind_std_PCA_2',
       'mean_sea_level_pressure_mean_PCA_1',
       'mean_surface_latent_heat_flux_std_PCA_3',
       '10m_v_component_of_wind_max_PCA_2',
       'mean_surface_latent_heat_flux_min_PCA_3'],
      dtype='object')","Index(['surface_pressure_mean_PCA_2',
       'mean_surface_latent_heat_flux_std_PCA_3',
       'surface_latent_heat_flux_std_PCA_3',
       '10m_v_component_of_wind_max_PCA_1',
       '10m_v_component_of_wind_max_PCA_2'],
      dtype='object')"
45319,20,xgboost,0.586705923032906,-0.04575215315182213,0.1539945610820591,0.7592417697653986,0.08757028710477821,0.2754455903658686,1.128591721346919,1.9350258711401318,1.6955162524328888,4.0136800443594876,8.109170466340661,7.013945855061278,"Index(['10m_u_component_of_wind_max_PCA_1',
       'mean_sea_level_pressure_mean_PCA_1', 'geopotential_1000_min_PCA_1',
       '10m_v_component_of_wind_max_PCA_1',
       '10m_v_component_of_wind_max_PCA_2'],
      dtype='object')","Index(['10m_u_component_of_wind_max_PCA_1',
       'mean_sea_level_pressure_mean_PCA_1', 'surface_pressure_mean_PCA_2',
       '10m_v_component_of_wind_max_PCA_1',
       '10m_v_component_of_wind_max_PCA_2'],
      dtype='object')"
45319,30,random_forest,0.5050906355469631,-0.05395127587199822,0.12412410296951715,0.6048766359710585,0.09687732371439939,0.3486075773363707,1.2350089510531994,1.9425967558039556,1.725188947564024,5.141839703443959,8.067706563458716,6.650407513912022,"Index(['surface_pressure_mean_PCA_2', 'surface_latent_heat_flux_min_PCA_1',
       'surface_pressure_max_PCA_2', 'surface_pressure_min_PCA_2',
       '10m_v_component_of_wind_min_PCA_3'],
      dtype='object')","Index(['surface_pressure_mean_PCA_2', '10m_v_component_of_wind_max_PCA_2',
       'mean_surface_sensible_heat_flux_std_PCA_2',
       'surface_pressure_min_PCA_2',
       'mean_surface_sensible_heat_flux_min_PCA_1'],
      dtype='object')"
45319,30,xgboost,0.6337616730788976,-0.04989447979375017,0.2000141548302108,0.7397686874858221,0.10760296149618631,0.35865322745089023,1.0624026987688553,1.9388544969394947,1.648756538658885,4.172842126780515,8.019656751014983,6.598927604156369,"Index(['mean_sea_level_pressure_mean_PCA_1',
       '10m_v_component_of_wind_max_PCA_1', 'surface_pressure_min_PCA_2',
       'surface_pressure_min_PCA_4', '10m_v_component_of_wind_min_PCA_3'],
      dtype='object')","Index(['mean_sea_level_pressure_mean_PCA_1',
       '10m_v_component_of_wind_max_PCA_2', 'surface_pressure_min_PCA_2',
       'surface_pressure_min_PCA_4', '10m_v_component_of_wind_min_PCA_3'],
      dtype='object')"
45319,40,random_forest,0.5022130557479588,-0.07117824988500576,0.13335514343762866,0.6047495705883382,0.09297148788775689,0.32599929286007034,1.238594138774952,1.9584084081798645,1.716073802588889,5.1426664038760235,8.08513339909183,6.764833050662882,"Index(['10m_v_component_of_wind_max_PCA_2',
       'mean_surface_sensible_heat_flux_std_PCA_2',
       'surface_pressure_min_PCA_2', '10m_v_component_of_wind_min_PCA_3',
       'total_precipitation_mean_PCA_2'],
      dtype='object')","Index(['surface_pressure_mean_PCA_2', '10m_v_component_of_wind_max_PCA_2',
       'surface_pressure_min_PCA_2', '10m_v_component_of_wind_std_PCA_1',
       'mean_total_precipitation_rate_mean_PCA_2'],
      dtype='object')"
45319,40,xgboost,0.9688001901308522,-0.09326213649176229,0.05381142113428916,0.9951744348074577,0.01008506526526487,0.20189409998600183,0.3100867743096579,1.9784931262548706,1.7930988428488221,0.5682327645048719,8.446478063883582,7.3613449262988695,"Index(['10m_v_component_of_wind_max_PCA_2', 'surface_pressure_min_PCA_2',
       '10m_v_component_of_wind_min_PCA_3',
       '2m_dewpoint_temperature_max_PCA_2', 'k_index_max_PCA_2'],
      dtype='object')","Index(['mean_surface_sensible_heat_flux_std_PCA_3',
       'surface_pressure_min_PCA_2',
       'mean_top_net_long_wave_radiation_flux_std_PCA_2',
       'total_precipitation_mean_PCA_2', 'k_index_max_PCA_1'],
      dtype='object')"
43709,20,random_forest,0.44818997964973406,0.17958068140650985,0.13357694704094525,0.5668045324242006,0.3595351533972557,0.30724670895885253,1.2977302479704806,1.7816403587407716,1.7158541879986096,5.390723748690176,6.740103571158329,6.858295696274483,"Index(['10m_u_component_of_wind_max_PCA_1',
       'mean_sea_level_pressure_mean_PCA_1',
       '10m_v_component_of_wind_max_PCA_2',
       'mean_sea_level_pressure_max_PCA_1', 'surface_pressure_max_PCA_1'],
      dtype='object')","Index(['10m_u_component_of_wind_max_PCA_1',
       'mean_sea_level_pressure_min_PCA_1',
       '10m_u_component_of_wind_std_PCA_2', 'surface_pressure_mean_PCA_2',
       '10m_v_component_of_wind_max_PCA_2'],
      dtype='object')"
43709,20,xgboost,0.6102947593408721,0.12715237195967943,-0.00016387236344739264,0.6727436580066845,0.3599435160621516,0.2524155587646095,1.090580578198894,1.8376860599311167,1.8435331909504455,4.685426833883882,6.737954471526562,7.124543363429538,"Index(['mean_sea_level_pressure_mean_PCA_1',
       'mean_surface_latent_heat_flux_std_PCA_3',
       'surface_latent_heat_flux_std_PCA_3',
       'mean_sea_level_pressure_max_PCA_1', 'geopotential_1000_std_PCA_1'],
      dtype='object')","Index(['10m_u_component_of_wind_max_PCA_1',
       'mean_sea_level_pressure_min_PCA_1', 'surface_pressure_mean_PCA_2',
       'geopotential_1000_std_PCA_2', '2m_dewpoint_temperature_std_PCA_1'],
      dtype='object')"
43709,30,random_forest,0.4658048488125103,0.18987483048889064,0.1301054803719207,0.573324044233398,0.3518307912017511,0.32379691623138884,1.2768491949176461,1.7704275762913615,1.719288177935689,5.350005267910456,6.780521844195859,6.775876480641563,"Index(['10m_u_component_of_wind_max_PCA_1',
       'mean_sea_level_pressure_min_PCA_1',
       '10m_u_component_of_wind_std_PCA_2',
       '10m_v_component_of_wind_max_PCA_2', 'surface_pressure_max_PCA_1'],
      dtype='object')","Index(['mean_sea_level_pressure_min_PCA_1', 'surface_pressure_mean_PCA_2',
       '10m_v_component_of_wind_max_PCA_2',
       'mean_surface_sensible_heat_flux_std_PCA_3',
       'mean_surface_sensible_heat_flux_min_PCA_1'],
      dtype='object')"
43709,30,xgboost,0.5051962314456839,0.16972488372308425,0.12064367546364085,0.6773155429992319,0.3749200141099396,0.2843264904582976,1.2288705472945258,1.7923099424896913,1.728613200966452,4.652583199409296,6.658658135992324,6.970828179037899,"Index(['mean_sea_level_pressure_std_PCA_2', 'surface_pressure_mean_PCA_2',
       'mean_surface_latent_heat_flux_std_PCA_3', 'geopotential_500_min_PCA_2',
       'surface_pressure_std_PCA_4'],
      dtype='object')","Index(['mean_sea_level_pressure_min_PCA_1', 'surface_pressure_mean_PCA_2',
       '10m_v_component_of_wind_max_PCA_2',
       '2m_dewpoint_temperature_std_PCA_1', 'surface_pressure_std_PCA_4'],
      dtype='object')"
43709,40,random_forest,0.46910735796910674,0.2003246297217045,0.143347741170623,0.7296228285602104,0.422501804395068,0.329446882379545,1.272896197897168,1.7589721486898044,1.7061517726975812,4.258828334593607,6.400210193960892,6.74750942775359,"Index(['10m_u_component_of_wind_max_PCA_1', 'surface_pressure_mean_PCA_1',
       '10m_v_component_of_wind_max_PCA_2', 'surface_pressure_max_PCA_1',
       'k_index_max_PCA_3'],
      dtype='object')","Index(['10m_u_component_of_wind_max_PCA_1',
       'mean_sea_level_pressure_min_PCA_1', 'geopotential_500_min_PCA_1',
       '10m_v_component_of_wind_min_PCA_3',
       'mean_total_precipitation_rate_mean_PCA_2'],
      dtype='object')"
43709,40,xgboost,0.5310800943181297,0.18126981351561633,0.14082486047510778,0.7047882040705511,0.38200898459437493,0.3072377918238789,1.1962968815278228,1.7798053358048171,1.7086622737833275,4.450122622491688,6.620792880668176,6.858339836195869,"Index(['mean_sea_level_pressure_mean_PCA_1', 'surface_pressure_mean_PCA_2',
       'mean_surface_latent_heat_flux_std_PCA_3',
       '10m_v_component_of_wind_max_PCA_1', 'surface_pressure_std_PCA_4'],
      dtype='object')","Index(['mean_sea_level_pressure_min_PCA_1', 'surface_pressure_mean_PCA_2',
       '2m_dewpoint_temperature_std_PCA_1', 'surface_pressure_std_PCA_4',
       'total_precipitation_mean_PCA_2'],
      dtype='object')"
19961106,20,random_forest,0.803911450659385,0.12658509759203318,0.04855081674400652,0.5850874243990467,0.20989539810869917,0.31795531206107785,0.7712838307488417,1.8495878016098504,1.798076555070208,5.288878456860824,7.22066376171866,6.805081368192138,"Index(['10m_u_component_of_wind_max_PCA_1', 'surface_pressure_mean_PCA_1',
       'surface_latent_heat_flux_min_PCA_1',
       'surface_latent_heat_flux_min_PCA_3', 'geopotential_1000_std_PCA_2'],
      dtype='object')","Index(['10m_u_component_of_wind_max_PCA_1', 'surface_pressure_mean_PCA_1',
       'surface_latent_heat_flux_min_PCA_1',
       'mean_surface_latent_heat_flux_min_PCA_1',
       '2m_dewpoint_temperature_std_PCA_2'],
      dtype='object')"
19961106,20,xgboost,0.4641513639682152,0.10135867337204196,0.06761682931559798,0.8453325083414469,0.19651550379940663,0.09693023107597631,1.274997035090172,1.8761080509978811,1.7799696305194714,3.2291246419166177,7.28154565695098,7.8304651145445625,"Index(['mean_sea_level_pressure_mean_PCA_1', 'surface_pressure_mean_PCA_1',
       'surface_latent_heat_flux_min_PCA_1',
       'mean_surface_latent_heat_flux_min_PCA_1',
       '2m_dewpoint_temperature_std_PCA_1'],
      dtype='object')","Index(['mean_sea_level_pressure_mean_PCA_1', 'surface_pressure_mean_PCA_1',
       'surface_latent_heat_flux_min_PCA_1', 'surface_pressure_max_PCA_1',
       '2m_dewpoint_temperature_std_PCA_1'],
      dtype='object')"
19961106,30,random_forest,0.4815439209797282,0.08678884192678982,0.14705394862163645,0.5912989058062952,0.20472397050646707,0.3314538847894585,1.254134443867898,1.8912557363691052,1.702457037467291,5.249140384697805,7.2442557248731845,6.737404026922873,"Index(['10m_u_component_of_wind_max_PCA_1', 'surface_pressure_mean_PCA_1',
       'surface_latent_heat_flux_min_PCA_1', 'surface_pressure_min_PCA_1',
       'surface_pressure_std_PCA_4'],
      dtype='object')","Index(['10m_u_component_of_wind_max_PCA_1', 'surface_pressure_mean_PCA_1',
       'surface_latent_heat_flux_min_PCA_1',
       'mean_surface_latent_heat_flux_min_PCA_1', '2m_temperature_std_PCA_3'],
      dtype='object')"
19961106,30,xgboost,0.9649402845373087,-0.06992260736678513,-0.0933665155389698,0.7090530256121299,0.15375601426454977,0.27358237042599376,0.32613116633778644,2.0471083783528785,1.927517209454634,4.4288626326317555,7.472787351570311,7.022958382506498,"Index(['mean_sea_level_pressure_mean_PCA_1',
       'surface_latent_heat_flux_min_PCA_1', 'geopotential_500_max_PCA_1',
       'surface_pressure_max_PCA_1', '2m_dewpoint_temperature_std_PCA_1'],
      dtype='object')","Index(['mean_sea_level_pressure_mean_PCA_1', 'surface_pressure_mean_PCA_1',
       '2m_dewpoint_temperature_std_PCA_3', 'surface_pressure_min_PCA_1',
       'surface_pressure_min_PCA_2'],
      dtype='object')"
19961106,40,random_forest,0.4839878496980444,0.08607409277123057,0.16075955342337112,0.6792511508382723,0.1386552540787519,0.3327658753671825,1.251175045898864,1.8919957125682627,1.6887236385560587,4.65015941033174,7.539166433980934,6.730789859707059,"Index(['10m_u_component_of_wind_max_PCA_1', 'surface_pressure_mean_PCA_1',
       'surface_latent_heat_flux_min_PCA_1', 'surface_pressure_min_PCA_1',
       'surface_pressure_std_PCA_4'],
      dtype='object')","Index(['10m_u_component_of_wind_max_PCA_1', 'surface_pressure_mean_PCA_1',
       'surface_pressure_mean_PCA_2', 'surface_pressure_min_PCA_1',
       'mean_top_net_long_wave_radiation_flux_std_PCA_2'],
      dtype='object')"
19961106,40,xgboost,0.4880629910203068,0.07594943172137936,0.12693210679398936,0.6773355747855732,0.16588584944146634,0.27571662969370325,1.246224753845499,1.9024468082032182,1.7224213031542561,4.664024579149629,7.419037579067022,7.012633853530834,"Index(['10m_u_component_of_wind_max_PCA_1',
       'mean_sea_level_pressure_mean_PCA_1', 'surface_pressure_min_PCA_1',
       '2m_temperature_max_PCA_1',
       'mean_surface_sensible_heat_flux_max_PCA_3'],
      dtype='object')","Index(['mean_sea_level_pressure_mean_PCA_1', 'surface_pressure_mean_PCA_1',
       '2m_dewpoint_temperature_std_PCA_1', 'surface_pressure_min_PCA_1',
       'surface_pressure_min_PCA_2'],
      dtype='object')"
28012025,20,random_forest,0.5063798395142041,0.5016269064154157,0.12435235103009523,0.5380358123214739,0.65706687378951,0.33969929320831327,1.2717484901919252,0.9570426347776284,1.7249641459170735,5.634567624598806,4.329337399980413,6.69572776961912,"Index(['10m_u_component_of_wind_max_PCA_1',
       '10m_u_component_of_wind_std_PCA_1',
       'surface_latent_heat_flux_min_PCA_1',
       'mean_surface_latent_heat_flux_min_PCA_1',
       '2m_dewpoint_temperature_std_PCA_1'],
      dtype='object')","Index(['10m_u_component_of_wind_max_PCA_1',
       'mean_sea_level_pressure_min_PCA_1',
       '10m_v_component_of_wind_max_PCA_2',
       'surface_latent_heat_flux_min_PCA_1',
       'mean_surface_latent_heat_flux_min_PCA_1'],
      dtype='object')"
28012025,20,xgboost,0.42580294081077363,0.3511525129318871,0.09925824794079852,0.9783507895331879,0.42450700753137227,0.00563579095021427,1.3716246083801127,1.0920067054731069,1.7495063637761907,1.2197686638540604,5.60837098469944,8.216741969337384,"Index(['mean_sea_level_pressure_mean_PCA_1',
       'mean_surface_latent_heat_flux_std_PCA_3',
       'surface_latent_heat_flux_std_PCA_3',
       'surface_latent_heat_flux_min_PCA_1',
       'mean_surface_latent_heat_flux_min_PCA_1'],
      dtype='object')","Index(['mean_sea_level_pressure_min_PCA_1',
       'mean_sea_level_pressure_mean_PCA_1',
       'mean_surface_latent_heat_flux_std_PCA_3',
       'surface_latent_heat_flux_std_PCA_3',
       'surface_latent_heat_flux_mean_PCA_1'],
      dtype='object')"
28012025,30,random_forest,0.43590250076334025,0.4698773157329623,0.11788025688865034,0.5495883266314388,0.642827414327469,0.3580650695220696,1.3595083316507017,0.9870568933188543,1.731327194535782,5.56366868022196,4.418305818304166,6.6019527399590645,"Index(['10m_u_component_of_wind_max_PCA_1',
       'mean_sea_level_pressure_min_PCA_1',
       '10m_v_component_of_wind_max_PCA_2',
       'surface_latent_heat_flux_min_PCA_3', 'surface_pressure_std_PCA_4'],
      dtype='object')","Index(['10m_u_component_of_wind_max_PCA_1',
       'mean_sea_level_pressure_min_PCA_1',
       '10m_v_component_of_wind_max_PCA_2',
       'mean_surface_sensible_heat_flux_std_PCA_2',
       'surface_pressure_std_PCA_4'],
      dtype='object')"
28012025,30,xgboost,0.5711787153812856,0.25325731418248953,0.0438507592245132,0.7037823522648335,0.528774758652794,0.28947883468832514,1.1853400350650796,1.171492413302253,1.802512237103005,4.511925345845944,5.074940872083673,6.945690331775705,"Index(['mean_surface_latent_heat_flux_std_PCA_3',
       '10m_v_component_of_wind_max_PCA_2',
       'surface_latent_heat_flux_min_PCA_1',
       'mean_surface_sensible_heat_flux_std_PCA_2',
       'surface_pressure_std_PCA_4'],
      dtype='object')","Index(['mean_sea_level_pressure_min_PCA_1',
       'mean_sea_level_pressure_mean_PCA_1', 'surface_pressure_min_PCA_2',
       'surface_pressure_min_PCA_4', 'surface_pressure_std_PCA_4'],
      dtype='object')"
28012025,40,random_forest,0.4353631317193184,0.5311069721286565,0.13299550249586312,0.7274965142048884,0.6435964101888818,0.3427500321442357,1.3601581320052023,0.9283054052469513,1.7164298344620668,4.327553760871652,4.41354692891264,6.680241971927851,"Index(['10m_u_component_of_wind_max_PCA_1',
       '10m_v_component_of_wind_max_PCA_2', 'surface_pressure_std_PCA_1',
       'surface_pressure_std_PCA_4',
       'mean_top_net_long_wave_radiation_flux_std_PCA_1'],
      dtype='object')","Index(['10m_u_component_of_wind_max_PCA_1',
       'surface_latent_heat_flux_min_PCA_1',
       'mean_surface_latent_heat_flux_min_PCA_1',
       'mean_surface_sensible_heat_flux_min_PCA_1',
       'surface_pressure_std_PCA_4'],
      dtype='object')"
28012025,40,xgboost,0.98905398969976,0.08123544986956088,-0.11878075423081658,0.6155684122488143,0.5504107239053866,0.3200123567155426,0.1893793896398635,1.2994396269566078,1.9497901538914724,5.140033783185617,4.957065822126821,6.794811566817174,"Index(['geopotential_500_max_PCA_1',
       'mean_surface_sensible_heat_flux_min_PCA_2',
       'surface_pressure_std_PCA_4', 'total_precipitation_mean_PCA_1',
       'mean_total_precipitation_rate_mean_PCA_1'],
      dtype='object')","Index(['mean_sea_level_pressure_min_PCA_1', 'surface_pressure_min_PCA_2',
       'mean_surface_sensible_heat_flux_min_PCA_1',
       '2m_dewpoint_temperature_max_PCA_1',
       '10m_v_component_of_wind_std_PCA_1'],
      dtype='object')"
15012025,20,random_forest,0.4320817872401751,0.23028647553529769,0.13902510247318656,0.5602422941886127,0.38473570193157647,0.3369580620899615,1.3612980656544618,1.271140826954858,1.710450948588715,5.503450230059993,5.865632860750544,6.709611994570345,"Index(['10m_u_component_of_wind_max_PCA_1', 'surface_pressure_mean_PCA_1',
       'geopotential_1000_min_PCA_2', 'geopotential_500_mean_PCA_2',
       'mean_surface_latent_heat_flux_min_PCA_1'],
      dtype='object')","Index(['10m_u_component_of_wind_max_PCA_1', 'surface_pressure_mean_PCA_1',
       'surface_pressure_mean_PCA_2', 'surface_latent_heat_flux_min_PCA_1',
       '2m_dewpoint_temperature_std_PCA_2'],
      dtype='object')"
15012025,20,xgboost,0.564631222611466,0.026616207647459755,-0.08971747223166782,0.6525320564481236,0.3378628251532424,0.23914950679308222,1.1918976659439333,1.4294572257536584,1.9242980363628108,4.891991414377726,6.084963878837794,7.187478693110542,"Index(['mean_sea_level_pressure_mean_PCA_1', 'surface_pressure_mean_PCA_1',
       'surface_pressure_mean_PCA_2',
       'mean_surface_latent_heat_flux_std_PCA_3',
       'surface_latent_heat_flux_std_PCA_3'],
      dtype='object')","Index(['10m_u_component_of_wind_std_PCA_2', 'surface_pressure_mean_PCA_1',
       '10m_v_component_of_wind_max_PCA_1',
       'surface_latent_heat_flux_mean_PCA_2',
       'mean_surface_latent_heat_flux_mean_PCA_2'],
      dtype='object')"
