,Latitude,Longitude,cluster,cluster_n
2220,58.75,13.75,0,0
2221,58.75,14.0,0,0
2222,58.75,14.25,10,10
2223,58.75,14.5,0,10
2224,58.75,14.75,10,10
2225,58.75,15.0,10,10
2226,58.75,15.25,10,10
2227,58.75,15.5,10,10
2228,58.75,15.75,10,10
2229,58.75,16.0,10,10
2230,58.75,16.25,10,10
2231,58.75,16.5,10,10
2232,58.75,16.75,10,10
2233,58.75,17.0,10,10
2234,58.75,22.5,0,4
2235,58.75,23.75,4,4
2236,58.75,24.0,4,4
2237,58.75,24.25,4,4
2238,58.75,24.5,10,4
2239,58.75,24.75,10,4
2240,58.75,25.0,4,4
2241,58.5,-5.0,6,6
2242,58.5,-4.75,6,6
2243,58.5,-4.5,6,6
2244,58.5,-4.25,6,6
2245,58.5,-4.0,6,6
2246,58.5,-3.75,6,6
2247,58.5,-3.5,6,6
2248,58.5,-3.25,6,6
2249,58.5,6.0,12,12
2250,58.5,6.25,12,12
2251,58.5,6.5,12,12
2252,58.5,6.75,12,12
2253,58.5,7.0,0,11
2254,58.5,7.25,0,11
2255,58.5,7.5,0,0
2256,58.5,7.75,0,0
2257,58.5,8.0,0,0
2258,58.5,8.25,0,0
2259,58.5,8.5,0,0
2260,58.5,8.75,0,2
2261,58.5,11.5,0,0
2262,58.5,11.75,0,0
2263,58.5,12.0,0,0
2264,58.5,12.25,0,0
2265,58.5,12.5,0,0
2266,58.5,12.75,0,0
2267,58.5,13.0,0,0
2268,58.5,13.25,0,0
2269,58.5,13.5,0,0
2270,58.5,13.75,0,0
2271,58.5,14.0,0,0
2272,58.5,14.25,10,0
2273,58.5,14.5,10,0
2274,58.5,14.75,10,10
2275,58.5,15.0,0,10
2276,58.5,15.25,10,10
2277,58.5,15.5,0,10
2278,58.5,15.75,10,10
2279,58.5,16.0,10,10
2280,58.5,16.25,10,10
2281,58.5,16.5,0,10
2282,58.5,16.75,10,10
2283,58.5,22.0,0,4
2284,58.5,22.25,0,4
2285,58.5,22.5,0,4
2286,58.5,22.75,0,4
2287,58.5,23.0,4,4
2288,58.5,23.75,4,4
2289,58.5,24.0,4,4
2290,58.5,24.25,4,4
2291,58.5,24.5,4,4
2292,58.5,24.75,4,4
2293,58.5,25.0,4,4
2294,58.25,-6.75,6,6
2295,58.25,-6.5,6,6
2296,58.25,-5.25,6,6
2297,58.25,-5.0,6,6
2298,58.25,-4.75,6,6
2299,58.25,-4.5,6,6
2300,58.25,-4.25,6,6
2301,58.25,-4.0,6,6
2302,58.25,-3.75,6,6
2303,58.25,-3.5,6,6
2304,58.25,6.75,12,12
2305,58.25,7.0,0,11
2306,58.25,7.25,0,0
2307,58.25,7.5,0,0
2308,58.25,7.75,0,0
2309,58.25,8.0,0,0
2310,58.25,8.25,0,0
2311,58.25,11.5,0,0
2312,58.25,11.75,0,0
2313,58.25,12.0,0,0
2314,58.25,12.25,0,0
2315,58.25,12.5,0,0
2316,58.25,12.75,0,0
2317,58.25,13.0,0,0
2318,58.25,13.25,0,0
2319,58.25,13.5,0,0
2320,58.25,13.75,0,0
2321,58.25,14.0,0,0
2322,58.25,14.25,10,0
2323,58.25,14.5,10,0
2324,58.25,14.75,10,0
2325,58.25,15.0,0,0
2326,58.25,15.25,0,0
2327,58.25,15.5,0,10
2328,58.25,15.75,10,0
2329,58.25,16.0,0,10
2330,58.25,16.25,10,10
2331,58.25,16.5,10,10
2332,58.25,22.0,0,4
2333,58.25,22.25,0,4
2334,58.25,22.5,0,4
2335,58.25,24.5,4,4
2336,58.25,24.75,4,4
2337,58.25,25.0,4,4
2338,58.0,-7.0,6,6
2339,58.0,-6.75,6,6
2340,58.0,-6.5,6,6
2341,58.0,-5.25,6,6
2342,58.0,-5.0,6,6
2343,58.0,-4.75,6,6
2344,58.0,-4.5,6,6
2345,58.0,-4.25,6,6
2346,58.0,-4.0,6,6
2347,58.0,11.75,0,0
2348,58.0,12.0,0,0
2349,58.0,12.25,0,0
2350,58.0,12.5,0,0
2351,58.0,12.75,0,0
2352,58.0,13.0,0,0
2353,58.0,13.25,0,0
2354,58.0,13.5,0,0
2355,58.0,13.75,0,0
2356,58.0,14.0,0,0
2357,58.0,14.25,0,0
2358,58.0,14.5,0,0
2359,58.0,14.75,0,0
2360,58.0,15.0,10,0
2361,58.0,15.25,0,0
2362,58.0,15.5,0,0
2363,58.0,15.75,0,0
2364,58.0,16.0,4,0
2365,58.0,16.25,4,0
2366,58.0,16.5,4,0
2367,58.0,22.0,0,4
2368,58.0,24.5,4,4
2369,58.0,24.75,4,4
2370,58.0,25.0,4,4
2371,57.75,-5.5,6,6
2372,57.75,-5.25,6,6
2373,57.75,-5.0,6,6
2374,57.75,-4.75,6,6
2375,57.75,-4.5,6,6
2376,57.75,-4.25,6,6
2377,57.75,-4.0,6,6
2378,57.75,11.75,12,0
2379,57.75,12.0,12,0
2380,57.75,12.25,0,0
2381,57.75,12.5,0,0
2382,57.75,12.75,0,0
2383,57.75,13.0,0,0
2384,57.75,13.25,0,0
2385,57.75,13.5,0,0
2386,57.75,13.75,0,0
2387,57.75,14.0,0,0
2388,57.75,14.25,0,0
2389,57.75,14.5,0,0
2390,57.75,14.75,0,0
2391,57.75,15.0,0,0
2392,57.75,15.25,0,0
2393,57.75,15.5,0,0
2394,57.75,15.75,4,0
2395,57.75,16.0,4,0
2396,57.75,16.25,0,0
2397,57.75,16.5,0,0
2398,57.75,18.5,0,10
2399,57.75,18.75,0,10
2400,57.75,24.5,4,4
2401,57.75,24.75,4,4
2402,57.75,25.0,4,4
2403,57.5,-6.5,6,6
2404,57.5,-6.25,6,6
2405,57.5,-5.75,6,6
2406,57.5,-5.5,6,6
2407,57.5,-5.25,6,6
2408,57.5,-5.0,6,6
2409,57.5,-4.75,6,6
2410,57.5,-4.5,6,6
2411,57.5,-4.25,6,6
2412,57.5,-4.0,6,6
2413,57.5,-3.75,6,6
2414,57.5,-3.5,6,6
2415,57.5,-3.25,6,6
2416,57.5,-3.0,6,6
2417,57.5,-2.75,6,6
2418,57.5,-2.5,6,6
2419,57.5,-2.25,6,6
2420,57.5,-2.0,6,6
2421,57.5,10.0,12,0
2422,57.5,10.25,12,0
2423,57.5,12.0,12,0
2424,57.5,12.25,0,0
2425,57.5,12.5,0,0
2426,57.5,12.75,0,0
2427,57.5,13.0,0,0
2428,57.5,13.25,0,0
2429,57.5,13.5,0,0
2430,57.5,13.75,0,0
2431,57.5,14.0,0,0
2432,57.5,14.25,0,0
2433,57.5,14.5,0,0
2434,57.5,14.75,0,0
2435,57.5,15.0,0,0
2436,57.5,15.25,0,0
2437,57.5,15.5,0,0
2438,57.5,15.75,0,0
2439,57.5,16.0,0,0
2440,57.5,16.25,0,0
2441,57.5,16.5,0,0
2442,57.5,18.25,0,10
2443,57.5,18.5,0,10
2444,57.5,18.75,0,10
2445,57.5,21.75,0,4
2446,57.5,22.0,4,4
2447,57.5,22.25,4,4
2448,57.5,22.5,0,4
2449,57.5,22.75,4,4
2450,57.5,24.5,4,4
2451,57.5,24.75,4,4
2452,57.5,25.0,4,4
2453,57.25,-6.25,6,6
2454,57.25,-6.0,6,6
2455,57.25,-5.75,6,6
2456,57.25,-5.5,6,6
2457,57.25,-5.25,6,6
2458,57.25,-5.0,6,6
2459,57.25,-4.75,6,6
2460,57.25,-4.5,6,6
2461,57.25,-4.25,6,6
2462,57.25,-4.0,6,6
2463,57.25,-3.75,6,6
2464,57.25,-3.5,6,6
2465,57.25,-3.25,6,6
2466,57.25,-3.0,6,6
2467,57.25,-2.75,6,6
2468,57.25,-2.5,3,6
2469,57.25,-2.25,3,6
2470,57.25,9.75,12,0
2471,57.25,10.0,12,0
2472,57.25,10.25,12,0
2473,57.25,10.5,0,0
2474,57.25,11.0,0,0
2475,57.25,12.25,12,0
2476,57.25,12.5,12,0
2477,57.25,12.75,12,0
2478,57.25,13.0,0,0
2479,57.25,13.25,0,0
2480,57.25,13.5,12,0
2481,57.25,13.75,12,0
2482,57.25,14.0,0,0
2483,57.25,14.25,0,0
2484,57.25,14.5,0,0
2485,57.25,14.75,0,0
2486,57.25,15.0,0,0
2487,57.25,15.25,0,0
2488,57.25,15.5,0,0
2489,57.25,15.75,0,0
2490,57.25,16.0,0,0
2491,57.25,16.25,0,0
2492,57.25,17.0,0,0
2493,57.25,18.25,0,0
2494,57.25,18.5,0,10
2495,57.25,21.5,0,4
2496,57.25,21.75,0,4
2497,57.25,22.0,0,4
2498,57.25,22.25,0,4
2499,57.25,22.5,0,4
2500,57.25,22.75,4,4
2501,57.25,23.0,4,4
2502,57.25,24.5,4,4
2503,57.25,24.75,4,4
2504,57.25,25.0,4,4
2505,57.0,-7.5,6,6
2506,57.0,-5.5,6,6
2507,57.0,-5.25,6,6
2508,57.0,-5.0,6,6
2509,57.0,-4.75,6,6
2510,57.0,-4.5,6,6
2511,57.0,-4.25,6,6
2512,57.0,-4.0,6,6
2513,57.0,-3.75,6,6
2514,57.0,-3.5,6,6
2515,57.0,-3.25,6,6
2516,57.0,-3.0,6,6
2517,57.0,-2.75,6,6
2518,57.0,-2.5,6,6
2519,57.0,-2.25,6,6
2520,57.0,8.5,12,12
2521,57.0,8.75,12,12
2522,57.0,9.5,12,12
2523,57.0,9.75,12,0
2524,57.0,10.0,12,0
2525,57.0,10.25,0,0
2526,57.0,12.5,12,0
2527,57.0,12.75,12,0
2528,57.0,13.0,0,0
2529,57.0,13.25,12,0
2530,57.0,13.5,12,0
2531,57.0,13.75,12,0
2532,57.0,14.0,12,0
2533,57.0,14.25,0,0
2534,57.0,14.5,0,0
2535,57.0,14.75,0,0
2536,57.0,15.0,0,0
2537,57.0,15.25,0,0
2538,57.0,15.5,0,0
2539,57.0,15.75,0,0
2540,57.0,16.0,0,0
2541,57.0,16.25,0,0
2542,57.0,18.25,0,0
2543,57.0,21.5,0,4
2544,57.0,21.75,4,4
2545,57.0,22.0,4,4
2546,57.0,22.25,4,4
2547,57.0,22.5,4,4
2548,57.0,22.75,4,4
2549,57.0,23.0,4,4
2550,57.0,23.25,4,4
2551,57.0,23.5,4,4
2552,57.0,24.0,4,4
2553,57.0,24.25,4,4
2554,57.0,24.5,4,4
2555,57.0,24.75,4,4
2556,57.0,25.0,4,4
2557,56.75,-6.0,6,6
2558,56.75,-5.75,6,6
2559,56.75,-5.5,6,6
2560,56.75,-5.25,6,6
2561,56.75,-5.0,6,6
2562,56.75,-4.75,6,6
2563,56.75,-4.5,6,6
2564,56.75,-4.25,6,6
2565,56.75,-4.0,6,6
2566,56.75,-3.75,6,6
2567,56.75,-3.5,6,6
2568,56.75,-3.25,6,6
2569,56.75,-3.0,6,6
2570,56.75,-2.75,6,6
2571,56.75,-2.5,6,6
2572,56.75,8.5,12,12
2573,56.75,8.75,12,12
2574,56.75,9.0,12,12
2575,56.75,9.25,12,12
2576,56.75,9.5,12,12
2577,56.75,9.75,12,0
2578,56.75,10.0,12,0
2579,56.75,10.25,0,0
2580,56.75,12.75,12,0
2581,56.75,13.0,12,0
2582,56.75,13.25,12,0
2583,56.75,13.5,0,0
2584,56.75,13.75,0,0
2585,56.75,14.0,0,0
2586,56.75,14.25,0,0
2587,56.75,14.5,0,0
2588,56.75,14.75,0,0
2589,56.75,15.0,0,0
2590,56.75,15.25,0,0
2591,56.75,15.5,0,0
2592,56.75,15.75,0,0
2593,56.75,16.0,0,0
2594,56.75,16.25,0,0
2595,56.75,16.75,0,0
2596,56.75,21.25,0,4
2597,56.75,21.5,4,4
2598,56.75,21.75,4,4
2599,56.75,22.0,4,4
2600,56.75,22.25,4,4
2601,56.75,22.5,4,4
2602,56.75,22.75,4,4
2603,56.75,23.0,4,4
2604,56.75,23.25,4,4
2605,56.75,23.5,4,4
2606,56.75,23.75,4,4
2607,56.75,24.0,4,4
2608,56.75,24.25,4,4
2609,56.75,24.5,4,4
2610,56.75,24.75,4,4
2611,56.75,25.0,4,4
2612,56.5,-6.0,6,6
2613,56.5,-5.25,6,6
2614,56.5,-5.0,6,6
2615,56.5,-4.75,6,6
2616,56.5,-4.5,6,6
2617,56.5,-4.25,6,6
2618,56.5,-4.0,6,6
2619,56.5,-3.75,6,6
2620,56.5,-3.5,6,6
2621,56.5,-3.25,6,6
2622,56.5,-3.0,6,6
2623,56.5,-2.75,6,6
2624,56.5,8.25,12,12
2625,56.5,8.5,12,12
2626,56.5,8.75,12,12
2627,56.5,9.0,12,12
2628,56.5,9.25,0,0
2629,56.5,9.5,0,0
2630,56.5,9.75,0,0
2631,56.5,10.0,0,0
2632,56.5,10.25,0,0
2633,56.5,10.5,0,0
2634,56.5,10.75,0,0
2635,56.5,13.0,12,0
2636,56.5,13.25,0,0
2637,56.5,13.5,0,0
2638,56.5,13.75,0,0
2639,56.5,14.0,0,0
2640,56.5,14.25,0,0
2641,56.5,14.5,0,0
2642,56.5,14.75,0,0
2643,56.5,15.0,0,0
2644,56.5,15.25,0,0
2645,56.5,15.5,0,0
2646,56.5,15.75,0,0
2647,56.5,16.0,0,0
2648,56.5,16.5,0,0
2649,56.5,21.25,0,4
2650,56.5,21.5,4,4
2651,56.5,21.75,4,4
2652,56.5,22.0,4,4
2653,56.5,22.25,4,4
2654,56.5,22.5,4,4
2655,56.5,22.75,4,4
2656,56.5,23.0,4,4
2657,56.5,23.25,4,4
2658,56.5,23.5,4,4
2659,56.5,23.75,4,4
2660,56.5,24.0,4,4
2661,56.5,24.25,4,4
2662,56.5,24.5,4,4
2663,56.5,24.75,4,4
2664,56.5,25.0,4,4
2665,56.25,-5.5,6,6
2666,56.25,-5.25,6,6
2667,56.25,-5.0,6,6
2668,56.25,-4.75,6,6
2669,56.25,-4.5,6,6
2670,56.25,-4.25,6,6
2671,56.25,-4.0,6,6
2672,56.25,-3.75,6,6
2673,56.25,-3.5,6,6
2674,56.25,-3.25,6,6
2675,56.25,-3.0,6,6
2676,56.25,-2.75,6,6
2677,56.25,8.25,12,12
2678,56.25,8.5,12,12
2679,56.25,8.75,12,12
2680,56.25,9.0,12,12
2681,56.25,9.25,0,0
2682,56.25,9.5,0,0
2683,56.25,9.75,0,0
2684,56.25,10.0,0,0
2685,56.25,10.25,0,0
2686,56.25,10.5,0,0
2687,56.25,10.75,0,0
2688,56.25,13.0,0,0
2689,56.25,13.25,0,0
2690,56.25,13.5,0,0
2691,56.25,13.75,0,0
2692,56.25,14.0,0,0
2693,56.25,14.25,0,0
2694,56.25,14.5,0,0
2695,56.25,14.75,0,0
2696,56.25,15.0,0,0
2697,56.25,15.25,0,0
2698,56.25,15.5,0,0
2699,56.25,15.75,0,0
2700,56.25,16.0,0,0
2701,56.25,21.25,0,4
2702,56.25,21.5,0,4
2703,56.25,21.75,4,4
2704,56.25,22.0,4,4
2705,56.25,22.25,4,4
2706,56.25,22.5,4,4
2707,56.25,22.75,4,4
2708,56.25,23.0,4,4
2709,56.25,23.25,4,4
2710,56.25,23.5,4,4
2711,56.25,23.75,4,4
2712,56.25,24.0,4,4
2713,56.25,24.25,4,4
2714,56.25,24.5,4,4
2715,56.25,24.75,4,4
2716,56.25,25.0,4,4
2717,56.0,-5.5,6,6
2718,56.0,-4.5,6,6
2719,56.0,-4.25,6,6
2720,56.0,-4.0,6,6
2721,56.0,-3.75,6,6
2722,56.0,-3.5,6,6
2723,56.0,-2.75,6,6
2724,56.0,8.25,12,12
2725,56.0,8.5,12,12
2726,56.0,8.75,12,12
2727,56.0,9.0,0,0
2728,56.0,9.25,0,0
2729,56.0,9.5,0,0
2730,56.0,9.75,0,0
2731,56.0,10.0,0,0
2732,56.0,12.0,0,0
2733,56.0,12.25,0,0
2734,56.0,12.5,0,0
2735,56.0,12.75,0,0
2736,56.0,13.0,0,0
2737,56.0,13.25,0,0
2738,56.0,13.5,0,0
2739,56.0,13.75,0,0
2740,56.0,14.0,0,0
2741,56.0,14.25,0,0
2742,56.0,21.25,0,4
2743,56.0,21.5,4,4
2744,56.0,21.75,4,4
2745,56.0,22.0,4,4
2746,56.0,22.25,4,4
2747,56.0,22.5,4,4
2748,56.0,22.75,4,4
2749,56.0,23.0,4,4
2750,56.0,23.25,4,4
2751,56.0,23.5,4,4
2752,56.0,23.75,4,4
2753,56.0,24.0,4,4
2754,56.0,24.25,4,4
2755,56.0,24.5,4,4
2756,56.0,24.75,4,4
2757,56.0,25.0,4,4
2758,55.75,-6.25,6,6
2759,55.75,-5.5,6,6
2760,55.75,-4.75,6,6
2761,55.75,-4.5,6,6
2762,55.75,-4.25,6,6
2763,55.75,-4.0,6,6
2764,55.75,-3.75,6,6
2765,55.75,-3.5,6,6
2766,55.75,-3.25,6,6
2767,55.75,-3.0,6,6
2768,55.75,-2.75,6,6
2769,55.75,-2.5,6,6
2770,55.75,-2.25,6,6
2771,55.75,-2.0,3,6
2772,55.75,8.25,0,12
2773,55.75,8.5,12,12
2774,55.75,8.75,0,12
2775,55.75,9.0,0,0
2776,55.75,9.25,0,0
2777,55.75,9.5,0,0
2778,55.75,9.75,0,0
2779,55.75,10.0,0,0
2780,55.75,11.5,0,0
2781,55.75,12.0,0,0
2782,55.75,12.25,0,0
2783,55.75,12.5,0,0
2784,55.75,13.0,0,0
2785,55.75,13.25,0,0
2786,55.75,13.5,0,0
2787,55.75,13.75,0,0
2788,55.75,14.0,0,0
2789,55.75,21.25,0,4
2790,55.75,21.5,0,4
2791,55.75,21.75,4,4
2792,55.75,22.0,4,4
2793,55.75,22.25,4,4
2794,55.75,22.5,4,4
2795,55.75,22.75,4,4
2796,55.75,23.0,4,4
2797,55.75,23.25,4,4
2798,55.75,23.5,4,4
2799,55.75,23.75,4,4
2800,55.75,24.0,4,4
2801,55.75,24.25,4,4
2802,55.75,24.5,4,4
2803,55.75,24.75,4,4
2804,55.75,25.0,4,4
2805,55.5,-5.25,6,6
2806,55.5,-4.5,6,6
2807,55.5,-4.25,6,6
2808,55.5,-4.0,6,6
2809,55.5,-3.75,6,6
2810,55.5,-3.5,6,6
2811,55.5,-3.25,6,6
2812,55.5,-3.0,6,6
2813,55.5,-2.75,6,6
2814,55.5,-2.5,6,6
2815,55.5,-2.25,6,6
2816,55.5,-2.0,6,6
2817,55.5,-1.75,6,6
2818,55.5,8.5,0,12
2819,55.5,8.75,0,12
2820,55.5,9.0,0,0
2821,55.5,9.25,0,0
2822,55.5,9.5,0,0
2823,55.5,10.0,0,0
2824,55.5,10.25,0,0
2825,55.5,10.5,0,0
2826,55.5,11.25,0,0
2827,55.5,11.5,0,0
2828,55.5,11.75,0,0
2829,55.5,12.0,0,0
2830,55.5,13.0,0,0
2831,55.5,13.25,0,0
2832,55.5,13.5,0,0
2833,55.5,13.75,0,0
2834,55.5,14.0,0,0
2835,55.5,14.25,0,0
2836,55.5,21.25,0,4
2837,55.5,21.5,0,4
2838,55.5,21.75,0,4
2839,55.5,22.0,4,4
2840,55.5,22.25,4,4
2841,55.5,22.5,4,4
2842,55.5,22.75,4,4
2843,55.5,23.0,4,4
2844,55.5,23.25,4,4
2845,55.5,23.5,4,4
2846,55.5,23.75,4,4
2847,55.5,24.0,4,4
2848,55.5,24.25,4,4
2849,55.5,24.5,4,4
2850,55.5,24.75,4,4
2851,55.5,25.0,4,4
2852,55.25,-7.5,6,6
2853,55.25,-7.25,6,6
2854,55.25,-4.75,6,6
2855,55.25,-4.5,6,6
2856,55.25,-4.25,6,6
2857,55.25,-4.0,6,6
2858,55.25,-3.75,6,6
2859,55.25,-3.5,6,6
2860,55.25,-3.25,6,6
2861,55.25,-3.0,6,6
2862,55.25,-2.75,6,6
2863,55.25,-2.5,6,6
2864,55.25,-2.25,6,6
2865,55.25,-2.0,3,6
2866,55.25,-1.75,3,6
2867,55.25,8.75,12,0
2868,55.25,9.0,12,0
2869,55.25,9.25,12,0
2870,55.25,9.5,0,0
2871,55.25,10.0,0,0
2872,55.25,10.25,0,0
2873,55.25,10.5,0,0
2874,55.25,10.75,0,0
2875,55.25,11.25,12,0
2876,55.25,11.5,12,0
2877,55.25,11.75,0,0
2878,55.25,12.0,0,0
2879,55.25,12.25,0,0
2880,55.25,14.75,12,0
2881,55.25,21.25,0,4
2882,55.25,21.5,0,4
2883,55.25,21.75,4,4
2884,55.25,22.0,4,4
2885,55.25,22.25,4,4
2886,55.25,22.5,4,4
2887,55.25,22.75,4,4
2888,55.25,23.0,4,4
2889,55.25,23.25,4,4
2890,55.25,23.5,4,4
2891,55.25,23.75,4,4
2892,55.25,24.0,4,4
2893,55.25,24.25,4,4
2894,55.25,24.5,4,4
2895,55.25,24.75,4,4
2896,55.25,25.0,4,4
2897,55.0,-8.25,6,6
2898,55.0,-8.0,6,6
2899,55.0,-7.75,6,6
2900,55.0,-7.5,6,6
2901,55.0,-7.25,6,6
2902,55.0,-7.0,6,6
2903,55.0,-6.75,6,6
2904,55.0,-6.5,6,6
2905,55.0,-6.25,6,6
2906,55.0,-6.0,6,6
2907,55.0,-5.0,6,6
2908,55.0,-4.75,6,6
2909,55.0,-4.5,6,6
2910,55.0,-4.25,6,6
2911,55.0,-4.0,6,6
2912,55.0,-3.75,6,6
2913,55.0,-3.5,6,6
2914,55.0,-3.25,6,6
2915,55.0,-3.0,6,6
2916,55.0,-2.75,6,6
2917,55.0,-2.5,6,6
2918,55.0,-2.25,6,6
2919,55.0,-2.0,3,6
2920,55.0,-1.75,3,6
2921,55.0,-1.5,3,6
2922,55.0,8.75,12,0
2923,55.0,9.0,12,0
2924,55.0,9.25,12,0
2925,55.0,9.5,12,0
2926,55.0,11.75,12,0
2927,55.0,12.0,12,0
2928,55.0,12.25,12,0
2929,55.0,12.5,12,0
2930,55.0,21.25,4,4
2931,55.0,21.5,0,4
2932,55.0,21.75,0,4
2933,55.0,22.0,4,4
2934,55.0,22.25,4,4
2935,55.0,22.5,4,4
2936,55.0,22.75,4,4
2937,55.0,23.0,4,4
2938,55.0,23.25,4,4
2939,55.0,23.5,4,4
2940,55.0,23.75,4,4
2941,55.0,24.0,4,4
2942,55.0,24.25,4,4
2943,55.0,24.5,4,4
2944,55.0,24.75,4,4
2945,55.0,25.0,4,4
2946,54.75,-8.5,6,6
2947,54.75,-8.25,6,6
2948,54.75,-8.0,6,6
2949,54.75,-7.75,6,6
2950,54.75,-7.5,6,6
2951,54.75,-7.25,6,6
2952,54.75,-7.0,6,6
2953,54.75,-6.75,6,6
2954,54.75,-6.5,6,6
2955,54.75,-6.25,6,6
2956,54.75,-6.0,6,6
2957,54.75,-5.75,6,6
2958,54.75,-5.0,6,6
2959,54.75,-3.25,6,6
2960,54.75,-3.0,6,6
2961,54.75,-2.75,6,6
2962,54.75,-2.5,6,6
2963,54.75,-2.25,6,6
2964,54.75,-2.0,6,6
2965,54.75,-1.75,6,6
2966,54.75,-1.5,3,6
2967,54.75,8.5,12,0
2968,54.75,8.75,12,0
2969,54.75,9.0,12,0
2970,54.75,9.25,12,0
2971,54.75,9.5,0,0
2972,54.75,9.75,0,0
2973,54.75,11.25,0,0
2974,54.75,11.5,0,0
2975,54.75,11.75,12,0
2976,54.75,17.5,0,4
2977,54.75,17.75,0,4
2978,54.75,18.0,0,4
2979,54.75,18.25,0,4
2980,54.75,18.5,0,4
2981,54.75,20.0,0,4
2982,54.75,20.25,0,4
2983,54.75,20.5,0,4
2984,54.75,20.75,0,4
2985,54.75,21.0,4,4
2986,54.75,21.25,4,4
2987,54.75,21.5,4,4
2988,54.75,21.75,4,4
2989,54.75,22.0,4,4
2990,54.75,22.25,4,4
2991,54.75,22.5,4,4
2992,54.75,22.75,4,4
2993,54.75,23.0,4,4
2994,54.75,23.25,4,4
2995,54.75,23.5,4,4
2996,54.75,23.75,4,4
2997,54.75,24.0,4,4
2998,54.75,24.25,4,4
2999,54.75,24.5,4,4
3000,54.75,24.75,4,4
3001,54.75,25.0,4,4
3002,54.5,-8.0,6,6
3003,54.5,-7.75,6,6
3004,54.5,-7.5,6,6
3005,54.5,-7.25,6,6
3006,54.5,-7.0,6,6
3007,54.5,-6.75,6,6
3008,54.5,-6.5,6,6
3009,54.5,-6.25,6,6
3010,54.5,-6.0,6,6
3011,54.5,-5.75,6,6
3012,54.5,-5.5,6,6
3013,54.5,-3.5,6,6
3014,54.5,-3.25,6,6
3015,54.5,-3.0,6,6
3016,54.5,-2.75,6,6
3017,54.5,-2.5,6,6
3018,54.5,-2.25,6,6
3019,54.5,-2.0,6,6
3020,54.5,-1.75,6,6
3021,54.5,-1.5,3,3
3022,54.5,-1.25,3,3
3023,54.5,-1.0,3,3
3024,54.5,-0.75,3,3
3025,54.5,9.0,0,0
3026,54.5,9.25,0,0
3027,54.5,9.5,0,0
3028,54.5,9.75,0,0
3029,54.5,13.25,0,0
3030,54.5,13.5,0,0
3031,54.5,16.5,0,0
3032,54.5,16.75,0,4
3033,54.5,17.0,0,4
3034,54.5,17.25,0,4
3035,54.5,17.5,0,4
3036,54.5,17.75,0,4
3037,54.5,18.0,0,4
3038,54.5,18.25,0,4
3039,54.5,18.5,0,4
3040,54.5,19.75,0,4
3041,54.5,20.0,0,4
3042,54.5,20.25,0,4
3043,54.5,20.5,4,4
3044,54.5,20.75,4,4
3045,54.5,21.0,4,4
3046,54.5,21.25,4,4
3047,54.5,21.5,4,4
3048,54.5,21.75,4,4
3049,54.5,22.0,4,4
3050,54.5,22.25,4,4
3051,54.5,22.5,4,4
3052,54.5,22.75,4,4
3053,54.5,23.0,4,4
3054,54.5,23.25,4,4
3055,54.5,23.5,4,4
3056,54.5,23.75,4,4
3057,54.5,24.0,4,4
3058,54.5,24.25,4,4
3059,54.5,24.5,4,4
3060,54.5,24.75,4,4
3061,54.5,25.0,4,4
3062,54.25,-10.0,6,6
3063,54.25,-9.75,6,6
3064,54.25,-9.5,6,6
3065,54.25,-9.25,6,6
3066,54.25,-9.0,6,6
3067,54.25,-8.75,6,6
3068,54.25,-8.5,6,6
3069,54.25,-8.25,6,6
3070,54.25,-8.0,6,6
3071,54.25,-7.75,6,6
3072,54.25,-7.5,6,6
3073,54.25,-7.25,6,6
3074,54.25,-7.0,6,6
3075,54.25,-6.75,6,6
3076,54.25,-6.5,6,6
3077,54.25,-6.25,6,6
3078,54.25,-6.0,6,6
3079,54.25,-5.75,6,6
3080,54.25,-4.5,6,6
3081,54.25,-3.25,6,6
3082,54.25,-3.0,6,6
3083,54.25,-2.75,6,6
3084,54.25,-2.5,6,6
3085,54.25,-2.25,6,6
3086,54.25,-2.0,6,6
3087,54.25,-1.75,6,6
3088,54.25,-1.5,3,3
3089,54.25,-1.25,3,3
3090,54.25,-1.0,3,3
3091,54.25,-0.75,3,3
3092,54.25,-0.5,3,3
3093,54.25,9.0,0,0
3094,54.25,9.25,0,0
3095,54.25,9.5,0,0
3096,54.25,9.75,0,0
3097,54.25,10.0,0,0
3098,54.25,10.25,0,0
3099,54.25,10.5,0,0
3100,54.25,10.75,0,0
3101,54.25,11.0,0,0
3102,54.25,12.25,0,0
3103,54.25,12.5,0,0
3104,54.25,12.75,0,0
3105,54.25,13.0,0,0
3106,54.25,16.0,0,0
3107,54.25,16.25,0,0
3108,54.25,16.5,0,4
3109,54.25,16.75,0,4
3110,54.25,17.0,0,4
3111,54.25,17.25,4,4
3112,54.25,17.5,4,4
3113,54.25,17.75,0,4
3114,54.25,18.0,0,4
3115,54.25,18.25,4,4
3116,54.25,18.5,4,4
3117,54.25,18.75,4,4
3118,54.25,19.0,4,4
3119,54.25,19.25,4,4
3120,54.25,19.5,4,4
3121,54.25,19.75,4,4
3122,54.25,20.0,4,4
3123,54.25,20.25,4,4
3124,54.25,20.5,4,4
3125,54.25,20.75,4,4
3126,54.25,21.0,4,4
3127,54.25,21.25,4,4
3128,54.25,21.5,4,4
3129,54.25,21.75,4,4
3130,54.25,22.0,4,4
3131,54.25,22.25,4,4
3132,54.25,22.5,4,4
